record_id,ssid,bssid,rssi
1,Smart-CAU_2.4G,48:00:20:89:ab:11,-66
1,eduroam,48:00:20:89:ab:10,-66
1,eduroam,48:00:20:89:ab:01,-66
1,Smart-CAU,48:00:20:89:ab:00,-66
1,Smart-CAU_2.4G,48:00:20:89:ab:03,-66
1,Smart-CAU_5G,48:00:20:89:ab:02,-66
1,iptime,88:36:6c:d4:1c:28,-73
1,coffeenie_310,58:86:94:ad:57:90,-75
1,eduroam,b4:5d:50:9f:f6:f1,-70
1,Smart-CAU_5G,b4:5d:50:9f:f6:f2,-70
1,Smart-CAU_2.4G,b4:5d:50:9f:f6:f3,-70
1,Smart-CAU,b4:5d:50:9f:f6:f0,-70
1,eduroam,48:00:20:87:77:f1,-61
1,eduroam,48:00:20:89:61:b1,-74
1,Smart-CAU_5G,48:00:20:87:77:f2,-61
1,Smart-CAU,48:00:20:89:61:b0,-74
1,Smart-CAU_2.4G,48:00:20:89:61:b3,-74
1,[LG_CeilingCassette A/C]925b,1e:39:29:f6:92:5b,-86
1,Smart-CAU,48:00:20:87:77:f0,-61
1,Smart-CAU_5G,48:00:20:89:61:b2,-74
1,Smart-CAU_2.4G,f0:5c:19:a9:ea:13,-75
1,Smart-CAU_5G,f0:5c:19:a9:ea:12,-75
1,eduroam,f0:5c:19:a9:ea:11,-75
1,Smart-CAU_2.4G,48:00:20:87:77:f3,-61
1,Smart-CAU,f0:5c:19:a9:ea:10,-75
1,Smart-CAU_2.4G,48:00:20:86:f6:71,-59
1,eduroam,b4:5d:50:9f:f6:e0,-74
1,eduroam,48:00:20:87:3e:01,-78
1,Smart-CAU_5G,48:00:20:87:3e:02,-78
1,Smart-CAU_2.4G,b4:5d:50:9f:f6:e2,-72
1,Smart-CAU,48:00:20:87:3e:00,-78
1,eduroam,48:00:20:86:f6:70,-59
1,Smart-CAU_2.4G,48:00:20:89:61:c1,-78
1,Smart-CAU_2.4G,f0:5c:19:a9:ea:02,-79
1,eduroam,f0:5c:19:a9:ea:00,-79
1,eduroam,f0:5c:19:a9:ed:00,-73
1,Smart-CAU_2.4G,48:00:20:87:3e:03,-78
1,Smart-CAU_2.4G,f0:5c:19:a9:ed:02,-73
1,eduroam,f0:5c:19:a9:b8:51,-89
1,eduroam,48:00:20:86:f6:61,-51
1,Smart-CAU_5G,f0:5c:19:a9:e9:72,-81
1,Smart-CAU,48:00:20:86:f6:60,-51
1,eduroam,f0:5c:19:a9:e9:71,-81
1,Smart-CAU_2.4G,48:00:20:86:f6:63,-51
1,Smart-CAU_5G,48:00:20:86:f6:62,-51
1,Smart-CAU_2.4G,f0:5c:19:a9:e9:73,-81
1,Smart-CAU_2.4G,48:00:20:86:b3:51,-77
1,Smart-CAU,f0:5c:19:a9:e9:70,-81
1,Smart-CAU,f0:5c:19:a9:ef:30,-93
1,Smart-CAU_2.4G,b4:5d:50:a0:78:93,-68
1,eduroam,f0:5c:19:a9:ef:31,-94
1,Smart-CAU,b4:5d:50:a0:78:90,-68
1,Smart-CAU_5G,b4:5d:50:a0:78:92,-68
1,eduroam,f0:5c:19:a9:ed:11,-73
1,Smart-CAU_5G,f0:5c:19:a9:ef:32,-94
1,eduroam,b4:5d:50:a0:78:91,-68
1,Smart-CAU,f0:5c:19:a9:ed:10,-73
1,Smart-CAU_2.4G,f0:5c:19:a9:ed:13,-73
1,Smart-CAU_5G,f0:5c:19:a9:ed:12,-73
1,eduroam,7c:57:3c:de:fd:20,-85
1,eduroam,f0:5c:19:a9:e9:60,-83
1,eduroam,48:00:20:87:78:00,-59
1,Smart-CAU_2.4G,48:00:20:87:78:01,-60
1,KT_GiGA_5G_C90A,60:29:d5:7e:c9:0d,-87
1,Smart-CAU_2.4G,b4:5d:50:a0:78:82,-74
1,KT_GiGA_C90A,60:29:d5:7e:c9:0e,-76
1,eduroam,b4:5d:50:a0:78:80,-74
1,Smart-CAU,f0:5c:19:a9:ef:f0,-84
1,eduroam,f0:5c:19:a9:b8:31,-94
1,Smart-CAU_2.4G,f0:5c:19:a9:ef:f3,-84
1,eduroam,f0:5c:19:a9:ef:f1,-83
1,Smart-CAU_5G,f0:5c:19:a9:ef:f2,-84
1,Smart-CAU_2.4G,f0:5c:19:a9:b8:33,-94
1,Smart-CAU_2.4G,48:00:20:87:3e:11,-83
1,Smart-CAU_2.4G,f0:5c:19:a9:c5:13,-88
1,Smart-CAU,f0:5c:19:a9:c5:10,-88
1,CAUJOB 5GHz,58:86:94:4e:43:2c,-87
2,Smart-CAU_2.4G,48:00:20:89:ab:11,-64
2,eduroam,48:00:20:89:ab:10,-64
2,eduroam,48:00:20:89:ab:01,-71
2,Smart-CAU,48:00:20:89:ab:00,-71
2,Smart-CAU_2.4G,48:00:20:89:ab:03,-71
2,Smart-CAU_5G,48:00:20:89:ab:02,-71
2,CAUJOB 201_5G,58:86:94:4e:a3:ec,-93
2,eduroam,b4:5d:50:9f:f6:f1,-70
2,Smart-CAU_5G,b4:5d:50:9f:f6:f2,-70
2,Smart-CAU_2.4G,b4:5d:50:9f:f6:f3,-70
2,Smart-CAU,b4:5d:50:9f:f6:f0,-70
2,eduroam,48:00:20:87:77:f1,-63
2,eduroam,48:00:20:89:61:b1,-73
2,Smart-CAU_5G,48:00:20:87:77:f2,-63
2,Smart-CAU,48:00:20:89:61:b0,-73
2,Smart-CAU_2.4G,48:00:20:89:61:b3,-73
2,Smart-CAU,48:00:20:87:77:f0,-63
2,Smart-CAU_5G,48:00:20:89:61:b2,-73
2,Smart-CAU_5G,f0:5c:19:a9:ea:12,-77
2,eduroam,f0:5c:19:a9:ea:11,-78
2,Smart-CAU_2.4G,48:00:20:87:77:f3,-63
2,Smart-CAU,f0:5c:19:a9:ea:10,-78
2,Smart-CAU_2.4G,48:00:20:86:f6:71,-54
2,eduroam,b4:5d:50:9f:f6:e0,-69
2,eduroam,48:00:20:87:3e:01,-78
2,Smart-CAU_5G,48:00:20:87:3e:02,-78
2,Smart-CAU_2.4G,b4:5d:50:9f:f6:e2,-74
2,Smart-CAU,48:00:20:87:3e:00,-78
2,eduroam,48:00:20:86:f6:70,-54
2,Smart-CAU_2.4G,f0:5c:19:a9:ea:02,-78
2,eduroam,f0:5c:19:a9:ea:00,-79
2,eduroam,f0:5c:19:a9:ed:00,-71
2,eduroam,48:00:20:89:61:c0,-76
2,Smart-CAU_2.4G,48:00:20:87:3e:03,-78
2,Smart-CAU_2.4G,f0:5c:19:a9:ed:02,-73
2,Smart-CAU,f0:5c:19:a9:b8:50,-91
2,Smart-CAU_5G,f0:5c:19:a9:b8:52,-92
2,eduroam,f0:5c:19:a9:b8:51,-92
2,eduroam,48:00:20:86:f6:61,-53
2,Smart-CAU_5G,f0:5c:19:a9:e9:72,-79
2,Smart-CAU,48:00:20:86:f6:60,-53
2,eduroam,f0:5c:19:a9:e9:71,-79
2,Smart-CAU_2.4G,48:00:20:86:f6:63,-53
2,Smart-CAU_5G,48:00:20:86:f6:62,-53
2,Smart-CAU_2.4G,f0:5c:19:a9:e9:73,-79
2,Smart-CAU,f0:5c:19:a9:e9:70,-79
2,Smart-CAU_2.4G,b4:5d:50:a0:78:93,-73
2,Smart-CAU,b4:5d:50:a0:78:90,-73
2,Smart-CAU_5G,b4:5d:50:a0:78:92,-73
2,eduroam,b4:5d:50:a0:78:91,-73
2,eduroam,7c:57:3c:de:fd:20,-80
2,Smart-CAU_2.4G,f0:5c:19:a9:e9:62,-76
2,Smart-CAU_2.4G,48:00:20:86:b3:43,-77
2,eduroam,48:00:20:87:78:00,-62
2,Smart-CAU_5G,48:00:20:86:b3:42,-77
2,Smart-CAU_2.4G,48:00:20:87:78:01,-62
2,eduroam,48:00:20:86:b3:41,-77
2,Smart-CAU,48:00:20:86:b3:40,-77
2,KT_GiGA_5G_C90A,60:29:d5:7e:c9:0d,-86
2,Smart-CAU_2.4G,b4:5d:50:a0:78:82,-72
2,eduroam,b4:5d:50:a0:78:80,-71
2,Smart-CAU,f0:5c:19:a9:ef:f0,-85
2,Smart-CAU_2.4G,f0:5c:19:a9:ef:f3,-83
2,eduroam,f0:5c:19:a9:ef:f1,-85
2,Smart-CAU_5G,f0:5c:19:a9:ef:f2,-85
2,Smart-CAU_2.4G,48:00:20:87:3e:11,-79
2,Smart-CAU_5G,f0:5c:19:a9:c5:12,-92
3,iptime,70:5d:cc:ae:2e:d4,-82
3,Smart-CAU_2.4G,48:00:20:89:ab:11,-66
3,eduroam,48:00:20:89:ab:10,-66
3,eduroam,48:00:20:89:ab:01,-68
3,Smart-CAU,48:00:20:89:ab:00,-68
3,Smart-CAU_2.4G,48:00:20:89:ab:03,-68
3,Smart-CAU_5G,48:00:20:89:ab:02,-68
3,eduroam,f0:5c:19:a9:e9:b1,-78
3,iptime,88:36:6c:d4:1c:28,-77
3,Smart-CAU,f0:5c:19:a9:e9:b0,-78
3,Smart-CAU_2.4G,f0:5c:19:a9:e9:b3,-78
3,Smart-CAU_5G,f0:5c:19:a9:e9:b2,-78
3,Smart-CAU_2.4G,f0:5c:19:a9:e9:13,-93
3,Smart-CAU,f0:5c:19:a9:e9:10,-91
3,coffeenie_310,58:86:94:ad:57:90,-76
3,Smart-CAU_5G,f0:5c:19:a9:e9:12,-93
3,eduroam,f0:5c:19:a9:e9:11,-93
3,eduroam,b4:5d:50:9f:f6:f1,-75
3,Smart-CAU_5G,b4:5d:50:9f:f6:f2,-75
3,Smart-CAU_2.4G,b4:5d:50:9f:f6:f3,-75
3,eduroam,f0:5c:19:a9:e9:a0,-82
3,Smart-CAU_2.4G,f0:5c:19:a9:e9:a2,-81
3,Smart-CAU,b4:5d:50:9f:f6:f0,-75
3,eduroam,48:00:20:87:77:f1,-65
3,eduroam,48:00:20:89:61:b1,-70
3,Smart-CAU_5G,48:00:20:87:77:f2,-65
3,Smart-CAU,48:00:20:89:61:b0,-70
3,Smart-CAU_2.4G,48:00:20:89:61:b3,-70
3,Smart-CAU,48:00:20:87:77:f0,-65
3,Smart-CAU_5G,48:00:20:89:61:b2,-70
3,Smart-CAU_2.4G,f0:5c:19:a9:ea:13,-81
3,Smart-CAU_5G,f0:5c:19:a9:ea:12,-82
3,eduroam,f0:5c:19:a9:ea:11,-82
3,Smart-CAU_2.4G,48:00:20:87:77:f3,-65
3,Smart-CAU,f0:5c:19:a9:ea:10,-82
3,Smart-CAU_2.4G,48:00:20:86:f6:71,-51
3,eduroam,b4:5d:50:9f:f6:e0,-71
3,eduroam,48:00:20:87:3e:01,-82
3,Smart-CAU_5G,48:00:20:87:3e:02,-85
3,Smart-CAU,48:00:20:87:3e:00,-81
3,eduroam,48:00:20:86:f6:70,-51
3,Smart-CAU_2.4G,48:00:20:89:61:c1,-86
3,Smart-CAU_2.4G,48:00:20:87:3e:03,-81
3,Smart-CAU_2.4G,f0:5c:19:a9:ed:02,-78
3,Smart-CAU,f0:5c:19:a9:b8:50,-91
3,eduroam,7c:57:3c:de:fd:31,-84
3,Smart-CAU,7c:57:3c:de:fd:30,-85
3,Smart-CAU_2.4G,f0:5c:19:a9:b8:53,-91
3,Smart-CAU_2.4G,7c:57:3c:de:fd:33,-84
3,Smart-CAU_5G,f0:5c:19:a9:b8:52,-90
3,Smart-CAU_5G,7c:57:3c:de:fd:32,-84
3,eduroam,f0:5c:19:a9:b8:51,-92
3,eduroam,48:00:20:86:f6:61,-55
3,Smart-CAU_5G,f0:5c:19:a9:e9:72,-78
3,Smart-CAU,48:00:20:86:f6:60,-55
3,eduroam,f0:5c:19:a9:e9:71,-78
3,Smart-CAU_2.4G,48:00:20:86:f6:63,-56
3,Smart-CAU_5G,48:00:20:86:f6:62,-56
3,Smart-CAU_2.4G,f0:5c:19:a9:e9:73,-78
3,Smart-CAU_2.4G,48:00:20:86:b3:51,-73
3,Smart-CAU,f0:5c:19:a9:e9:70,-78
3,eduroam,48:00:20:86:b3:50,-73
3,Smart-CAU_2.4G,b4:5d:50:a0:78:93,-66
3,Smart-CAU,b4:5d:50:a0:78:90,-66
3,Smart-CAU_5G,b4:5d:50:a0:78:92,-66
3,eduroam,f0:5c:19:a9:ed:11,-85
3,eduroam,b4:5d:50:a0:78:91,-66
3,Smart-CAU,f0:5c:19:a9:ed:10,-85
3,Smart-CAU_2.4G,f0:5c:19:a9:ed:13,-85
3,Smart-CAU_5G,f0:5c:19:a9:ed:12,-85
3,Smart-CAU,f0:5c:19:a9:ff:70,-92
3,eduroam,f0:5c:19:a9:ff:71,-93
3,Smart-CAU_5G,f0:5c:19:a9:ff:72,-92
3,Smart-CAU_2.4G,f0:5c:19:a9:ff:73,-92
3,Smart-CAU_2.4G,48:00:20:86:b3:43,-79
3,eduroam,48:00:20:87:78:00,-66
3,Smart-CAU_5G,48:00:20:86:b3:42,-79
3,Smart-CAU_2.4G,48:00:20:87:78:01,-66
3,eduroam,48:00:20:86:b3:41,-79
3,Smart-CAU,48:00:20:86:b3:40,-79
3,KT_GiGA_5G_C90A,60:29:d5:7e:c9:0d,-87
3,Smart-CAU_2.4G,b4:5d:50:a0:78:82,-77
3,eduroam,b4:5d:50:a0:78:80,-76
3,Smart-CAU_2.4G,f0:5c:19:a9:c5:02,-91
3,Smart-CAU,f0:5c:19:a9:ef:f0,-86
3,Smart-CAU_2.4G,f0:5c:19:a9:ef:f3,-85
3,eduroam,f0:5c:19:a9:ef:f1,-87
3,Smart-CAU_5G,f0:5c:19:a9:ef:f2,-89
4,Smart-CAU_2.4G,48:00:20:89:ab:11,-68
4,eduroam,48:00:20:89:ab:10,-68
4,eduroam,48:00:20:89:ab:01,-73
4,Smart-CAU,48:00:20:89:ab:00,-73
4,Smart-CAU_2.4G,48:00:20:89:ab:03,-73
4,Smart-CAU_5G,48:00:20:89:ab:02,-71
4,eduroam,f0:5c:19:a9:e9:b1,-75
4,iptime,88:36:6c:d4:1c:28,-73
4,Smart-CAU,f0:5c:19:a9:e9:b0,-75
4,Smart-CAU_2.4G,f0:5c:19:a9:e9:b3,-75
4,Smart-CAU_5G,f0:5c:19:a9:e9:b2,-75
4,coffeenie_310,58:86:94:ad:57:90,-67
4,eduroam,b4:5d:50:9f:f6:f1,-71
4,Smart-CAU_5G,b4:5d:50:9f:f6:f2,-71
4,Smart-CAU_2.4G,b4:5d:50:9f:f6:f3,-71
4,eduroam,f0:5c:19:a9:e9:a0,-76
4,Smart-CAU_2.4G,f0:5c:19:a9:e9:a2,-77
4,Smart-CAU,b4:5d:50:9f:f6:f0,-70
4,eduroam,48:00:20:87:77:f1,-64
4,eduroam,48:00:20:89:61:b1,-64
4,Smart-CAU_5G,48:00:20:87:77:f2,-64
4,Smart-CAU,48:00:20:89:61:b0,-64
4,Smart-CAU_2.4G,48:00:20:89:61:b3,-64
4,Smart-CAU,48:00:20:87:77:f0,-64
4,Smart-CAU_5G,48:00:20:89:61:b2,-64
4,Smart-CAU_2.4G,f0:5c:19:a9:ea:13,-80
4,Smart-CAU_5G,f0:5c:19:a9:ea:12,-80
4,eduroam,f0:5c:19:a9:ea:11,-80
4,Smart-CAU_2.4G,48:00:20:87:77:f3,-64
4,Smart-CAU,f0:5c:19:a9:ea:10,-80
4,CAUAI-02_2.4,72:5d:cc:40:f7:1c,-89
4,Smart-CAU_2.4G,48:00:20:86:f6:71,-51
4,eduroam,b4:5d:50:9f:f6:e0,-69
4,eduroam,48:00:20:87:3e:01,-79
4,Smart-CAU_5G,48:00:20:87:3e:02,-79
4,Smart-CAU_2.4G,b4:5d:50:9f:f6:e2,-69
4,Smart-CAU,48:00:20:87:3e:00,-79
4,eduroam,48:00:20:86:f6:70,-51
4,Smart-CAU_2.4G,f0:5c:19:a9:ea:02,-79
4,eduroam,f0:5c:19:a9:ea:00,-79
4,eduroam,f0:5c:19:a9:ed:00,-77
4,Smart-CAU_2.4G,48:00:20:87:3e:03,-79
4,Smart-CAU_2.4G,f0:5c:19:a9:ed:02,-77
4,Smart-CAU,f0:5c:19:a9:b8:50,-90
4,Smart-CAU_5G,f0:5c:19:a9:ab:f2,-96
4,eduroam,7c:57:3c:de:fd:31,-80
4,Smart-CAU,7c:57:3c:de:fd:30,-80
4,Smart-CAU_2.4G,f0:5c:19:a9:b8:53,-89
4,Smart-CAU_2.4G,7c:57:3c:de:fd:33,-80
4,Smart-CAU_5G,f0:5c:19:a9:b8:52,-90
4,Smart-CAU_5G,7c:57:3c:de:fd:32,-80
4,eduroam,f0:5c:19:a9:b8:51,-90
4,eduroam,48:00:20:86:f6:61,-58
4,Smart-CAU_5G,f0:5c:19:a9:e9:72,-77
4,Smart-CAU,48:00:20:86:f6:60,-58
4,eduroam,f0:5c:19:a9:e9:71,-77
4,Smart-CAU_2.4G,48:00:20:86:f6:63,-58
4,Smart-CAU_5G,48:00:20:86:f6:62,-58
4,Smart-CAU_2.4G,f0:5c:19:a9:e9:73,-76
4,Smart-CAU_2.4G,48:00:20:86:b3:51,-74
4,Smart-CAU,f0:5c:19:a9:e9:70,-77
4,eduroam,48:00:20:86:b3:50,-67
4,Smart-CAU,f0:5c:19:a9:ab:f0,-95
4,Smart-CAU_2.4G,b4:5d:50:a0:78:93,-67
4,Smart-CAU,b4:5d:50:a0:78:90,-67
4,Smart-CAU_5G,b4:5d:50:a0:78:92,-67
4,eduroam,f0:5c:19:a9:ed:11,-81
4,eduroam,b4:5d:50:a0:78:91,-67
4,Smart-CAU,f0:5c:19:a9:ed:10,-81
4,Smart-CAU_2.4G,f0:5c:19:a9:ed:13,-81
4,Smart-CAU_5G,f0:5c:19:a9:ed:12,-81
4,eduroam,7c:57:3c:de:fd:20,-76
4,Smart-CAU_2.4G,7c:57:3c:de:fd:22,-77
4,eduroam,f0:5c:19:a9:e9:60,-77
4,Smart-CAU_2.4G,48:00:20:86:b3:43,-76
4,Smart-CAU_2.4G,f0:5c:19:a9:e9:62,-76
4,eduroam,48:00:20:87:78:00,-57
4,Smart-CAU_5G,48:00:20:86:b3:42,-76
4,Smart-CAU_2.4G,48:00:20:87:78:01,-56
4,eduroam,48:00:20:86:b3:41,-76
4,Smart-CAU,48:00:20:86:b3:40,-76
4,KT_GiGA_5G_C90A,60:29:d5:7e:c9:0d,-87
4,Smart-CAU_2.4G,b4:5d:50:a0:78:82,-71
4,eduroam,b4:5d:50:a0:78:80,-71
4,Smart-CAU,f0:5c:19:a9:ef:f0,-82
4,Smart-CAU_2.4G,f0:5c:19:a9:ef:f3,-84
4,eduroam,f0:5c:19:a9:ef:f1,-83
4,Smart-CAU_5G,f0:5c:19:a9:ef:f2,-82
4,eduroam,48:00:20:87:3e:10,-77
4,Smart-CAU_2.4G,48:00:20:87:3e:11,-76
5,Smart-CAU_2.4G,48:00:20:89:ab:11,-71
5,eduroam,48:00:20:89:ab:10,-71
5,Smart-CAU_5G,f0:5c:19:a9:b7:52,-96
5,Smart-CAU_2.4G,f0:5c:19:a9:b7:53,-94
5,eduroam,f0:5c:19:a9:b7:51,-95
5,eduroam,48:00:20:89:ab:01,-71
5,Smart-CAU,48:00:20:89:ab:00,-71
5,Smart-CAU_2.4G,48:00:20:89:ab:03,-71
5,Smart-CAU_5G,48:00:20:89:ab:02,-71
5,Smart-CAU,f0:5c:19:a9:e9:b0,-83
5,Smart-CAU_2.4G,f0:5c:19:a9:e9:b3,-83
5,CAUJOB 201_5G,58:86:94:4e:a3:ec,-92
5,eduroam,b4:5d:50:9f:f6:f1,-73
5,Smart-CAU_5G,b4:5d:50:9f:f6:f2,-73
5,Smart-CAU_2.4G,b4:5d:50:9f:f6:f3,-74
5,Smart-CAU,b4:5d:50:9f:f6:f0,-74
5,eduroam,48:00:20:87:77:f1,-64
5,eduroam,48:00:20:89:61:b1,-75
5,Smart-CAU_5G,48:00:20:87:77:f2,-65
5,Smart-CAU,48:00:20:89:61:b0,-75
5,Smart-CAU_2.4G,48:00:20:89:61:b3,-76
5,Smart-CAU,48:00:20:87:77:f0,-65
5,Smart-CAU_5G,48:00:20:89:61:b2,-76
5,Smart-CAU_2.4G,f0:5c:19:a9:ea:13,-80
5,Smart-CAU_5G,f0:5c:19:a9:ea:12,-80
5,eduroam,f0:5c:19:a9:ea:11,-80
5,Smart-CAU_2.4G,48:00:20:87:77:f3,-64
5,Smart-CAU,f0:5c:19:a9:ea:10,-80
5,Smart-CAU_2.4G,48:00:20:86:f6:71,-61
5,eduroam,b4:5d:50:9f:f6:e0,-76
5,eduroam,48:00:20:87:3e:01,-84
5,Smart-CAU_5G,48:00:20:87:3e:02,-84
5,Smart-CAU_2.4G,b4:5d:50:9f:f6:e2,-75
5,Smart-CAU,48:00:20:87:3e:00,-84
5,eduroam,48:00:20:86:f6:70,-61
5,Smart-CAU_2.4G,48:00:20:89:61:c1,-76
5,eduroam,f0:5c:19:a9:ed:00,-75
5,Smart-CAU_2.4G,48:00:20:87:3e:03,-84
5,Smart-CAU_2.4G,f0:5c:19:a9:ed:02,-68
5,Smart-CAU,f0:5c:19:a9:b8:50,-94
5,Smart-CAU_5G,f0:5c:19:a9:ab:f2,-94
5,eduroam,7c:57:3c:de:fd:31,-83
5,Smart-CAU,7c:57:3c:de:fd:30,-84
5,Smart-CAU_2.4G,f0:5c:19:a9:b8:53,-93
5,Smart-CAU_2.4G,7c:57:3c:de:fd:33,-84
5,Smart-CAU_5G,f0:5c:19:a9:b8:52,-94
5,Smart-CAU_5G,7c:57:3c:de:fd:32,-84
5,eduroam,f0:5c:19:a9:b8:51,-93
5,eduroam,48:00:20:86:f6:61,-62
5,Smart-CAU_5G,f0:5c:19:a9:e9:72,-81
5,Smart-CAU,48:00:20:86:f6:60,-61
5,eduroam,f0:5c:19:a9:e9:71,-81
5,Smart-CAU_2.4G,48:00:20:86:f6:63,-62
5,Smart-CAU_5G,48:00:20:86:f6:62,-62
5,Smart-CAU_2.4G,f0:5c:19:a9:e9:73,-81
5,Smart-CAU,f0:5c:19:a9:e9:70,-81
5,Smart-CAU_2.4G,b4:5d:50:a0:78:93,-67
5,Smart-CAU,b4:5d:50:a0:78:90,-67
5,Smart-CAU_5G,b4:5d:50:a0:78:92,-67
5,eduroam,f0:5c:19:a9:ed:11,-85
5,eduroam,b4:5d:50:a0:78:91,-67
5,Smart-CAU,f0:5c:19:a9:ed:10,-85
5,Smart-CAU_2.4G,f0:5c:19:a9:ed:13,-85
5,Smart-CAU_5G,f0:5c:19:a9:ed:12,-84
5,eduroam,7c:57:3c:de:fd:20,-78
5,Smart-CAU_2.4G,7c:57:3c:de:fd:22,-71
5,Smart-CAU_2.4G,48:00:20:86:b3:43,-81
5,eduroam,48:00:20:87:78:00,-61
5,Smart-CAU_5G,48:00:20:86:b3:42,-81
5,Smart-CAU_2.4G,48:00:20:87:78:01,-61
5,eduroam,48:00:20:86:b3:41,-81
5,Smart-CAU,48:00:20:86:b3:40,-80
5,KT_GiGA_5G_C90A,60:29:d5:7e:c9:0d,-88
5,Smart-CAU_2.4G,b4:5d:50:a0:78:82,-68
5,eduroam,b4:5d:50:a0:78:80,-69
5,iptime,58:86:94:ba:53:7c,-80
5,Smart-CAU,f0:5c:19:a9:ef:f0,-89
5,Smart-CAU_2.4G,f0:5c:19:a9:ef:f3,-90
5,eduroam,f0:5c:19:a9:ef:f1,-89
5,eduroam,f0:5c:19:a9:c5:11,-95
6,Smart-CAU_2.4G,48:00:20:89:ab:11,-74
6,eduroam,48:00:20:89:ab:10,-74
6,eduroam,48:00:20:89:ab:01,-75
6,Smart-CAU,48:00:20:89:ab:00,-75
6,Smart-CAU_2.4G,48:00:20:89:ab:03,-75
6,Smart-CAU_5G,48:00:20:89:ab:02,-75
6,eduroam,f0:5c:19:a9:e9:b1,-82
6,iptime,88:36:6c:d4:1c:28,-75
6,Smart-CAU,f0:5c:19:a9:e9:b0,-82
6,Smart-CAU_2.4G,f0:5c:19:a9:e9:b3,-82
6,Smart-CAU_5G,f0:5c:19:a9:e9:b2,-82
6,coffeenie_310,58:86:94:ad:57:90,-77
6,Smart-CAU_5G,f0:5c:19:a9:e9:12,-94
6,eduroam,f0:5c:19:a9:e9:11,-94
6,eduroam,b4:5d:50:9f:f6:f1,-67
6,Smart-CAU_5G,b4:5d:50:9f:f6:f2,-67
6,Smart-CAU_2.4G,b4:5d:50:9f:f6:f3,-67
6,eduroam,f0:5c:19:a9:e9:a0,-79
6,Smart-CAU_2.4G,f0:5c:19:a9:e9:a2,-77
6,Smart-CAU,b4:5d:50:9f:f6:f0,-67
6,eduroam,48:00:20:87:77:f1,-68
6,eduroam,48:00:20:89:61:b1,-73
6,Smart-CAU_5G,48:00:20:87:77:f2,-68
6,Smart-CAU,48:00:20:89:61:b0,-73
6,Smart-CAU_2.4G,48:00:20:89:61:b3,-73
6,[LG_CeilingCassette A/C]925b,1e:39:29:f6:92:5b,-80
6,Smart-CAU,48:00:20:87:77:f0,-68
6,Smart-CAU_5G,48:00:20:89:61:b2,-73
6,Smart-CAU_2.4G,f0:5c:19:a9:ea:13,-83
6,Smart-CAU_5G,f0:5c:19:a9:ea:12,-83
6,eduroam,f0:5c:19:a9:ea:11,-83
6,Smart-CAU_2.4G,48:00:20:87:77:f3,-68
6,Smart-CAU,f0:5c:19:a9:ea:10,-84
6,Smart-CAU_2.4G,48:00:20:86:f6:71,-66
6,eduroam,b4:5d:50:9f:f6:e0,-71
6,eduroam,48:00:20:87:3e:01,-80
6,Smart-CAU_5G,48:00:20:87:3e:02,-80
6,Smart-CAU_2.4G,b4:5d:50:9f:f6:e2,-69
6,Smart-CAU,48:00:20:87:3e:00,-80
6,eduroam,48:00:20:86:f6:70,-68
6,Smart-CAU_2.4G,f0:5c:19:a9:ea:02,-76
6,eduroam,f0:5c:19:a9:ea:00,-84
6,eduroam,48:00:20:89:61:c0,-75
6,eduroam,f0:5c:19:a9:ed:00,-76
6,Smart-CAU_2.4G,48:00:20:87:3e:03,-80
6,Smart-CAU_2.4G,f0:5c:19:a9:ed:02,-76
6,eduroam,7c:57:3c:de:fd:31,-83
6,Smart-CAU,7c:57:3c:de:fd:30,-83
6,Smart-CAU_2.4G,f0:5c:19:a9:b8:53,-88
6,Smart-CAU_2.4G,7c:57:3c:de:fd:33,-82
6,Smart-CAU_5G,f0:5c:19:a9:b8:52,-88
6,Smart-CAU_5G,7c:57:3c:de:fd:32,-83
6,eduroam,f0:5c:19:a9:b8:51,-88
6,eduroam,48:00:20:86:f6:61,-58
6,Smart-CAU_5G,f0:5c:19:a9:e9:72,-80
6,Smart-CAU,48:00:20:86:f6:60,-58
6,eduroam,f0:5c:19:a9:e9:71,-79
6,Smart-CAU_2.4G,48:00:20:86:f6:63,-58
6,Smart-CAU_5G,48:00:20:86:f6:62,-58
6,Smart-CAU_2.4G,f0:5c:19:a9:e9:73,-79
6,Smart-CAU_2.4G,48:00:20:86:b3:51,-77
6,Smart-CAU,f0:5c:19:a9:e9:70,-80
6,eduroam,48:00:20:86:b3:50,-75
6,Smart-CAU_2.4G,b4:5d:50:a0:78:93,-64
6,Smart-CAU,b4:5d:50:a0:78:90,-64
6,Smart-CAU_5G,b4:5d:50:a0:78:92,-64
6,eduroam,f0:5c:19:a9:ed:11,-82
6,eduroam,b4:5d:50:a0:78:91,-64
6,Smart-CAU,f0:5c:19:a9:ed:10,-82
6,Smart-CAU_2.4G,f0:5c:19:a9:ed:13,-82
6,Smart-CAU_5G,f0:5c:19:a9:ed:12,-82
6,Smart-CAU_2.4G,48:00:20:86:b3:43,-78
6,eduroam,48:00:20:87:78:00,-68
6,Smart-CAU_5G,48:00:20:86:b3:42,-78
6,Smart-CAU_2.4G,48:00:20:87:78:01,-68
6,eduroam,48:00:20:86:b3:41,-78
6,Smart-CAU,48:00:20:86:b3:40,-78
6,KT_GiGA_5G_C90A,60:29:d5:7e:c9:0d,-89
6,Smart-CAU_2.4G,b4:5d:50:a0:78:82,-71
